0,00000000;0,50000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,50000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,50000000;0,00000000;0,50000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,00000000;0,50000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,50000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,00000000;0,25009371;0,00000000;0,00000000;0,24990629;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,24990629;0,25009371;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,25009371;0,00000000;0,00000000;0,24990629;0,00000000;0,24990629;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,25009371;0,00000000;0,00000000;0,00000000;0,00000000
0,00000000;0,00000000;0,00000000;0,00000000;0,24990629;0,00000000;0,24990629;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,25009371;0,00000000;0,00000000;0,00000000;0,00000000;0,25009371;0,00000000;0,00000000;0,00000000
0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,24990629;0,00000000;0,24990629;0,00000000;0,00000000;0,00000000;0,00000000;0,25009371;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,25009371;0,00000000;0,00000000
0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,24990629;0,00000000;0,24990629;0,00000000;0,00000000;0,25009371;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,25009371;0,00000000
0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,24990629;0,00000000;0,24990629;0,25009371;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,25009371
0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;1,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000;0,00000000
